product_id,product_name,category,subcategory,brand,price,original_price,discount_percent,stock,rating,review_count,sales_count,view_count,cart_add_count,wishlist_count,return_rate,seller_count,shipping_days,is_original,color,weight_grams,demand_score,popularity_score,target_sales_next_7_days
10162,Secretlab Premium,Gaming,Gaming Chair,Secretlab,46695440,49676000,6,168,4.8,1162,1068,114323,7023,1899,0.046,12,6,1,White,1866,18.4,25.3,67
10163,Sony EOS R,Camera,Mirrorless Camera,Sony,134343300,137085000,2,844,4.3,6831,12721,1503856,38762,13874,0.039,7,6,1,Green,395,76.6,78.1,687
10164,Samsung AGON 32,Digital Products,Monitor,Samsung,3465210,3983000,13,177,3.9,9434,9531,908169,37744,20698,0.024,5,1,1,Red,4179,71.6,74.5,537
10165,Puma Premium,Fashion,Jacket,Puma,13411300,13685000,2,566,3.7,6169,4422,866089,53151,20936,0.048,7,2,1,Blue,2878,61.9,65.5,269
10166,Nikon X-T,Camera,Mirrorless Camera,Nikon,139877730,160779000,13,1730,3.9,12738,11285,1399630,72897,50786,0.079,1,5,1,Green,597,71.2,83.0,406
10167,Sony Switch OLED,Gaming,Game Console,Sony,42373480,43684000,3,1592,4.9,3434,10781,1135420,71238,35064,0.028,8,5,1,Blue,434,78.6,78.0,965
10168,Xiaomi S24,Mobile,Smartphone,Xiaomi,46911830,66073000,29,1609,4.4,15942,22007,1912025,103297,34169,0.026,7,3,1,White,173,98.7,94.4,519
10169,Sony Switch OLED,Gaming,Game Console,Sony,38425000,38425000,0,616,4.2,3460,8164,978467,32039,6633,0.01,16,7,1,Red,647,66.3,65.9,194
10170,AOC AGON 10,Digital Products,Monitor,AOC,6415500,6825000,6,1086,4.1,7659,10049,1853117,61622,32666,0.052,16,5,1,Black,989,73.8,80.5,705
10171,Garmin Premium,Mobile,Smartwatch,Garmin,21259800,22860000,7,607,4.3,8125,8389,1133459,65034,26070,0.021,7,3,1,White,1421,75.7,83.2,421
10172,LG Plus,Home Appliances,Air Conditioner,LG,57143640,80484000,29,1259,4.2,21679,26285,1843135,106231,50925,0.067,1,4,1,Black,766,89.2,94.2,813
10173,8BitDo Xbox Wireless Controller,Gaming,Game Controller,8BitDo,52790010,58011000,9,1,4.2,73,226,35922,1961,259,0.007,12,5,1,Blue,758,15.7,22.0,9
10174,WD SN850X 32,Digital Products,SSD,WD,19289520,26424000,27,3056,4.4,13288,21262,1781962,120830,17895,0.011,1,5,1,Gray,1059,88.7,85.8,1034
10175,Philips Premium,Home Appliances,Vacuum Cleaner,Philips,65317469,94663000,31,871,4.4,3096,4099,299250,7687,3395,0.076,18,4,1,White,2431,43.7,34.1,148
10176,Canon EOS,Camera,DSLR Camera,Canon,70334100,82746000,15,624,4.5,7429,18628,1888185,78779,31140,0.053,19,5,1,Red,1177,84.1,80.8,1394
10177,Microsoft Pro Controller,Gaming,Game Controller,Microsoft,32951439,48458000,32,143,3.7,6671,6787,971163,20380,26798,0.048,18,2,1,White,667,73.6,78.6,466
10178,Bosch Standard,Home Appliances,Refrigerator,Bosch,72662400,80736000,10,548,4.5,5669,13942,1626206,59498,58869,0.051,15,5,1,Green,3030,79.7,81.4,1093
10179,WD P5 Plus 4,Digital Products,SSD,WD,10909800,12540000,13,64,3.8,11110,7130,1187094,49374,20842,0.008,9,3,1,Silver,4292,74.1,79.9,305
10180,Nikon Z,Camera,Mirrorless Camera,Nikon,140521920,159684000,12,64,3.5,2105,3514,365089,13076,9334,0.015,13,2,1,Red,1006,34.7,36.0,171
10181,Logitech G915 27,Digital Products,Keyboard,Logitech,18626910,19203000,3,86,4.6,3991,2391,392469,20157,7657,0.052,16,4,1,Gray,3416,30.9,39.9,103
10182,Samsung Pro,Mobile,Smartwatch,Samsung,28609920,29802000,4,677,4.7,2709,3063,378066,14101,14715,0.067,10,1,1,Gold,3995,32.2,46.7,181
10183,Kingston SN850X 32,Digital Products,SSD,Kingston,42986200,45730000,6,1401,4.2,5501,6878,951495,21191,5309,0.043,14,7,1,White,1503,60.7,69.2,142
10184,ASUS MacBook 4,Laptop,Laptop,ASUS,118872640,138224000,14,88,4.2,3492,13618,1735938,115570,49907,0.048,17,4,1,Gold,2661,78.4,78.6,1133
10185,Puma 574,Fashion,Sneakers,Puma,12655590,13047000,3,267,4.7,13402,15396,1802065,52582,9355,0.055,4,5,1,Silver,2637,78.6,80.5,670
10186,Samsonite Standard,Fashion,Backpack,Samsonite,3008400,5014000,40,990,4.5,7964,10279,834021,31465,27049,0.087,9,3,1,Green,1181,80.4,75.8,815
10187,JBL AirPods 10,Digital Products,Headphones,JBL,49177040,52316000,6,965,3.9,2911,9767,1155142,42047,31484,0.035,20,4,1,Blue,293,68.3,75.1,635
10188,DXRacer Plus,Gaming,Gaming Chair,DXRacer,63515270,69797000,9,261,4.0,4449,2352,423510,28032,9798,0.026,17,6,1,Gray,345,37.3,45.1,141
10189,The North Face Premium,Fashion,Jacket,The North Face,9798940,10102000,3,8,4.3,94,204,32725,1002,1114,0.06,8,5,0,Gold,3359,16.4,17.3,6
10190,Sony Pro Controller,Gaming,Game Controller,Sony,26367679,38776000,32,996,4.2,16945,16918,1705793,49054,34963,0.064,11,7,1,Gold,4857,94.2,92.8,623
10191,Bosch Premium,Home Appliances,Washing Machine,Bosch,49527280,56281000,12,5,4.2,101,109,20891,771,651,0.02,16,3,1,Blue,1547,22.6,19.5,7
10192,Philips Plus,Home Appliances,Vacuum Cleaner,Philips,25603900,36577000,30,4035,4.0,14361,24613,1754421,41368,15323,0.048,20,1,1,Black,4000,90.2,82.6,2291
10193,Microsoft Pro Controller,Gaming,Game Controller,Microsoft,38396200,41735000,8,357,4.2,15725,11668,1573719,65006,37654,0.029,15,1,1,Gold,2635,77.1,87.6,348
10194,Nintendo Xbox Series X,Gaming,Game Console,Nintendo,34638720,36082000,4,747,4.2,6985,8180,1286230,32303,25516,0.047,13,3,1,Gray,4767,67.6,81.6,517
10195,Adidas Ultraboost,Fashion,Sneakers,Adidas,5939280,8249000,28,128,4.1,4054,3256,370872,18427,8785,0.082,18,7,1,Green,860,45.4,37.6,241
10196,HarperCollins Advanced,Books,Novel,HarperCollins,2967580,3157000,6,1240,4.4,13238,5951,1169644,34123,6660,0.072,7,5,1,Gray,2381,63.3,82.8,295
10197,Samsonite Premium,Fashion,Backpack,Samsonite,6726380,10849000,38,331,4.6,9787,28655,1821368,90558,45547,0.105,11,2,1,Blue,2241,99.1,84.8,2926
10198,Springer Plus,Books,Science Book,Springer,381220,389000,2,26,4.9,4245,2354,492548,32864,14542,0.033,4,1,0,Gold,4542,37.7,54.1,136
10199,Anker QuietComfort 5,Digital Products,Headphones,Anker,13100010,17013000,23,975,4.2,9656,11560,929874,15409,26244,0.05,15,7,1,Blue,460,70.8,83.2,656
10200,Samsonite Advanced,Fashion,Backpack,Samsonite,7384080,8391000,12,133,4.2,4887,9785,1688094,53905,32794,0.057,5,3,1,Black,4079,78.8,77.7,169
10201,Bosch Plus,Home Appliances,Refrigerator,Bosch,42857889,63967000,33,245,4.1,8595,8213,917178,33417,16731,0.01,17,7,1,Blue,2382,75.2,74.2,282
10202,Logitech Rival 24,Digital Products,Mouse,Logitech,29253120,30472000,4,52,4.4,9040,12582,1306509,42638,13490,0.028,10,3,1,Gold,117,71.3,75.6,528
10203,Cambridge Pro,Books,Science Book,Cambridge,2875950,2905000,1,781,4.4,15362,7773,1574558,29800,33782,0.06,1,1,0,Silver,3202,67.0,91.3,361
10204,Dell ZenBook 10,Laptop,Ultrabook,Dell,67777160,109318000,38,2075,4.3,10272,31813,1963885,97416,12719,0.029,16,6,1,Red,1313,100,77.0,1006
10205,Logitech Rival 34,Digital Products,Mouse,Logitech,16731000,16731000,0,43,3.8,786,410,88566,2083,2832,0.062,20,3,0,Black,539,14.0,18.3,14
10206,DJI X,Camera,Action Camera,DJI,58584000,58584000,0,301,4.0,4424,4700,792738,17765,28897,0.074,18,6,1,Gray,4503,47.7,68.7,156
10207,Apple Tune 15,Digital Products,Headphones,Apple,14325670,20177000,29,1589,4.3,9522,7442,1136330,40734,13060,0.017,20,2,1,White,455,79.4,76.0,561
10208,8BitDo Pro Controller,Gaming,Game Controller,8BitDo,46735920,47208000,1,27,4.3,9428,5260,1097731,19109,41519,0.05,16,2,1,Green,4063,58.9,85.6,148
10209,HP MacBook 15,Laptop,Laptop,HP,94930289,141687000,33,29,3.8,943,2273,168181,9399,6082,0.022,20,3,1,White,2344,30.2,23.7,104
10210,Adidas Ultraboost,Fashion,Sneakers,Adidas,8264760,9839000,16,469,4.4,2849,4010,375676,17167,11688,0.068,14,1,1,Gray,4555,39.8,40.7,136
10211,Insta360 Osmo Action,Camera,Action Camera,Insta360,97008480,105444000,8,1040,3.8,10739,11276,1328502,61075,16589,0.08,12,4,1,Green,51,75.8,83.0,552
10212,Microsoft PlayStation 5,Gaming,Game Console,Microsoft,22878330,33157000,31,73,4.5,447,685,46011,3077,1554,0.024,19,2,1,Gold,2963,24.8,19.3,53
10213,Nintendo Xbox Series X,Gaming,Game Console,Nintendo,51732200,79588000,35,781,4.6,10513,21215,1540367,64472,56170,0.038,20,6,1,Green,692,99.7,89.9,1159
10214,Apple MacBook 65,Laptop,Laptop,Apple,63324160,98944000,36,306,4.4,12998,9932,1329857,47923,20835,0.048,11,5,1,Gray,1306,85.4,89.8,1033
10215,ASUS Inspiron 34,Laptop,Laptop,ASUS,70250320,71684000,2,133,4.7,1758,4945,705495,26071,5628,0.023,5,4,1,Gold,2719,52.5,52.2,285
10216,Acer TUF Gaming 27,Laptop,Gaming Laptop,Acer,121370080,141128000,14,12,4.5,2061,1742,236492,9056,4065,0.037,10,2,0,Gold,1697,30.4,36.0,62
10217,Apple IdeaPad 5,Laptop,Laptop,Apple,122722150,144379000,15,26,4.7,663,2665,310201,16489,2759,0.033,18,2,1,Blue,3078,38.4,38.4,184
10218,Apple Pro,Mobile,Tablet,Apple,43869220,45226000,3,277,3.8,11952,5540,1461222,26184,40792,0.029,12,7,1,Blue,3216,57.0,84.2,309
10219,HP VivoBook 15,Laptop,Laptop,HP,59833600,93490000,36,22,5,230,327,45564,1911,1414,0.027,10,2,0,Blue,1353,32.1,25.8,35
10220,Sony Xbox Series X,Gaming,Game Console,Sony,46322620,56491000,18,213,4.5,1716,2204,184619,8056,5304,0.056,8,5,1,Blue,2747,30.6,27.3,141
10221,Bosch Standard,Home Appliances,Washing Machine,Bosch,25231570,27727000,9,484,4.5,21604,15655,1906815,124784,30723,0.038,6,3,1,Gray,291,84.1,100,644
10222,Sony PlayStation 5,Gaming,Game Console,Sony,21573770,22241000,3,472,4.3,18968,11766,1599468,78265,41899,0.069,1,3,1,Gold,1148,73.8,96.7,626
10223,Springer Plus,Books,Science Book,Springer,1729510,1783000,3,135,4.3,4028,8047,857373,32337,26563,0.051,6,4,1,Gold,2711,64.2,72.8,358
10224,Samsonite Premium,Fashion,Backpack,Samsonite,6731520,10518000,36,1849,4.2,9525,17114,1199933,52662,42780,0.092,15,7,1,Silver,4299,92.9,87.6,389
10225,Xiaomi 16,Mobile,Smartphone,Xiaomi,40314569,60171000,33,849,4.5,10102,18835,1623018,79077,11213,0.036,15,1,1,White,173,97.2,82.9,1176
10226,Packt Premium,Books,Programming Book,Packt,1242179,1854000,33,63,4.0,853,2568,189620,10058,6968,0.076,3,1,1,Red,748,36.5,27.0,193
10227,Eastpak Pro,Fashion,Backpack,Eastpak,12825260,13087000,2,316,3.8,2462,5018,703450,44166,7921,0.072,15,3,1,White,1127,56.5,48.6,221
10228,Penguin Standard,Books,Novel,Penguin,4114740,4242000,3,140,4.1,10618,8747,1235433,49362,25283,0.007,9,5,1,Silver,450,66.1,79.5,261
10229,Sony DualSense,Gaming,Game Controller,Sony,17730240,19272000,8,592,4.5,3222,3025,374313,20022,9369,0.046,12,1,1,Blue,2694,36.1,41.0,62
10230,Microsoft DualSense,Gaming,Game Controller,Microsoft,38919600,40968000,5,644,4.5,6291,4327,868213,46250,22939,0.032,17,1,1,Blue,3548,61.5,71.1,247
10231,Crucial P5 Plus 15,Digital Products,SSD,Crucial,52675980,53751000,2,424,4.3,5031,10441,1278516,27489,27195,0.026,20,4,1,Red,2914,67.8,78.7,152
10232,Lenovo Nitro 16,Laptop,Gaming Laptop,Lenovo,46842750,62457000,25,22,4.6,2119,2705,239232,8080,7261,0.072,7,3,1,Gold,3043,39.5,35.4,154
10233,Sigma Pro,Camera,Camera Lens,Sigma,138812160,144596000,4,271,4.1,3326,13582,1520860,71110,25261,0.05,5,3,1,Red,3123,77.0,76.7,615
10234,Razer Pro,Gaming,Gaming Chair,Razer,37338200,40585000,8,179,3.9,11232,6235,1042898,36957,35490,0.019,4,3,1,Silver,808,64.3,80.8,268
10235,Vintage Advanced,Books,Novel,Vintage,2823380,2881000,2,885,5,13096,8400,1828794,127283,22277,0.062,17,1,1,Black,4918,75.0,87.5,503
10236,Nintendo Xbox Series X,Gaming,Game Console,Nintendo,30878800,32504000,5,80,4.9,1967,3516,404297,17900,12956,0.065,9,1,1,White,1742,39.1,45.0,142
10237,LG Advanced,Home Appliances,Washing Machine,LG,60555269,90381000,33,183,4.1,7607,8058,1134172,59149,9875,0.045,20,5,1,Gold,2963,77.9,76.7,608
10238,Penguin Pro,Books,Novel,Penguin,3995640,4036000,1,220,4.4,5761,3351,651438,35217,13868,0.059,20,3,0,Green,1552,49.6,60.1,231
10239,Google A35,Mobile,Smartphone,Google,48657600,54064000,10,1334,4.6,14272,18021,1774200,39044,15262,0.017,18,6,1,Blue,218,82.5,87.1,528
10240,Pearson Advanced,Books,Science Book,Pearson,1371600,1905000,28,708,4.8,7825,11916,1239854,85439,30813,0.038,3,6,0,Gold,986,85.7,83.7,841
10241,Nike 574,Fashion,Sneakers,Nike,5218960,5864000,11,2706,4.5,4693,14085,1384965,65013,43521,0.095,5,4,1,Green,4784,79.7,76.5,936
10242,Nintendo DualSense,Gaming,Game Controller,Nintendo,5154400,6064000,15,108,4.4,6470,8294,1070936,23577,16381,0.035,1,6,1,Red,948,72.5,79.1,297
10243,Sigma Premium,Camera,Camera Lens,Sigma,107432160,122082000,12,893,4.4,10499,10642,1389837,85312,24475,0.011,5,2,1,Black,1229,78.2,83.8,569
10244,The North Face Standard,Fashion,Jacket,The North Face,3134950,3445000,9,591,4.5,6692,5230,889953,35377,15517,0.071,16,7,1,Blue,3415,65.9,72.2,83
10245,Fujifilm Alpha,Camera,Mirrorless Camera,Fujifilm,34840190,45247000,23,483,5,10811,15141,1104457,44809,8546,0.073,3,6,1,Blue,408,90.5,81.6,322
10246,Nikon Advanced,Camera,Camera Lens,Nikon,82137720,83814000,2,242,4.2,16372,9960,1458127,81973,44391,0.026,19,2,1,Blue,273,68.7,88.9,494
10247,Kingston KC3000 65,Digital Products,SSD,Kingston,17639000,17639000,0,60,3.7,2201,989,234436,12015,4206,0.068,16,2,1,Black,2858,27.8,33.2,49
10248,Adidas Premium,Fashion,Jacket,Adidas,10287020,12394000,17,53,3.8,3443,2999,442698,27137,3055,0.088,6,4,1,Blue,3951,44.9,42.5,139
10249,Springer Standard,Books,Science Book,Springer,3761000,3761000,0,724,4.4,10030,8438,1945026,85900,74796,0.06,14,5,0,Blue,2794,66.5,87.6,260
10250,Bosch Plus,Home Appliances,Washing Machine,Bosch,44422200,51060000,13,719,4.0,2942,11447,1411467,26447,27373,0.068,8,6,1,Silver,328,66.7,70.5,883
10251,Apple MacBook Air 65,Laptop,Ultrabook,Apple,97271860,99257000,2,77,4.3,13814,6792,1377059,34649,12227,0.03,15,3,1,Red,2154,60.7,80.1,383
10252,Xiaomi Plus,Mobile,Tablet,Xiaomi,65089530,65747000,1,883,3.8,7804,7959,1947886,71282,53745,0.038,7,5,1,Gold,2171,62.8,76.5,316
10253,OReilly Pro,Books,Programming Book,OReilly,3262080,3398000,4,143,4.1,2991,9667,1468622,79185,46973,0.035,18,2,1,Gold,1042,71.6,78.6,369
10254,HP TUF Gaming 3,Laptop,Gaming Laptop,HP,117229500,130255000,10,1224,4.6,7878,17896,1607983,42083,39245,0.019,13,1,1,Red,3092,79.2,84.3,975
10255,Gree Pro,Home Appliances,Air Conditioner,Gree,100236400,113905000,12,369,3.4,6534,4052,645858,44022,3600,0.016,2,4,1,Gold,4445,47.7,52.7,216
10256,Samsung Plus,Mobile,Tablet,Samsung,25109000,25109000,0,302,4.3,3317,8068,1327287,42345,43507,0.03,3,7,1,White,4122,67.4,77.3,135
10257,Nike Standard,Fashion,Jacket,Nike,9254140,9443000,2,344,4.5,4309,9773,1754614,43057,12655,0.093,12,5,1,Silver,4817,65.5,69.4,660
10258,Samsung Pro,Mobile,Tablet,Samsung,8767080,8946000,2,243,4.2,1699,1406,187442,8932,2798,0.05,5,2,1,Blue,4335,23.0,26.2,38
10259,Penguin Advanced,Books,Novel,Penguin,2805080,3049000,8,449,4.3,8544,10609,1170103,23709,20671,0.073,15,7,1,Silver,2314,64.4,76.7,309
10260,Packt Pro,Books,Programming Book,Packt,532860,642000,17,106,4.5,2450,7104,598323,17247,15908,0.048,2,5,1,Black,4023,53.3,49.9,237
10261,Puma Ultraboost,Fashion,Sneakers,Puma,13129380,13262000,1,223,4.8,5116,3246,478193,17049,6084,0.128,5,2,0,Gold,1508,37.9,46.2,201
10262,Philips Pro,Home Appliances,Vacuum Cleaner,Philips,87634230,100729000,13,151,4.6,1981,3711,588969,36422,12397,0.042,20,2,1,Gray,4785,55.9,54.4,101
10263,Gree Advanced,Home Appliances,Air Conditioner,Gree,9163770,11901000,23,41,4.5,9795,20852,1544378,42057,57855,0.067,14,1,1,Gold,4180,85.9,85.5,1229
10264,Springer Pro,Books,Science Book,Springer,3629000,4775000,24,185,4.1,13549,11801,1454161,97787,14025,0.063,1,4,1,Gray,3812,84.6,85.0,237
10265,Puma 574,Fashion,Sneakers,Puma,10106880,12032000,16,2508,4.1,16076,18444,1804853,79775,27759,0.102,18,5,1,White,2800,88.7,87.2,1499
10266,Lenovo Katana 24,Laptop,Gaming Laptop,Lenovo,23582010,25357000,7,85,4.1,3121,3207,368062,19789,9064,0.043,8,5,1,Gold,1959,38.3,42.0,128
10267,Nike Pro,Fashion,Jacket,Nike,6211520,6608000,6,753,3.6,6836,8750,1020191,45148,34572,0.043,3,2,1,Gold,765,63.8,81.1,312
10268,Nintendo PlayStation 5,Gaming,Game Console,Nintendo,68652920,70054000,2,135,4.3,3090,3893,428856,21228,6544,0.044,16,3,1,Black,2438,34.7,38.7,267
10269,Tamron Advanced,Camera,Camera Lens,Tamron,149319490,179903000,17,627,3.8,5000,6025,684814,30930,14401,0.039,6,7,1,Gold,3096,60.2,59.2,112
10270,WD KC3000 4,Digital Products,SSD,WD,8604400,12292000,30,2353,4.3,16057,10887,1453531,85315,15471,0.033,5,4,1,Gray,1730,83.4,83.7,436
10271,Kingston 990 Pro 2,Digital Products,SSD,Kingston,17480320,27313000,36,1210,4.5,8386,26484,1612199,24563,49732,0.061,16,3,0,Gray,4680,94.2,86.9,1064
10272,OnePlus A35,Mobile,Smartphone,OnePlus,48380000,48380000,0,597,4.6,13484,5506,1295537,51210,10671,0.012,17,2,1,Blue,175,60.9,84.1,243
10273,New Balance Suede,Fashion,Sneakers,New Balance,8928520,10382000,14,176,4.8,11825,16008,1978957,107611,39514,0.077,12,3,0,White,1816,86.9,88.5,1520
10274,Eastpak Plus,Fashion,Backpack,Eastpak,12202540,14189000,14,151,4.5,622,1588,181018,5734,7167,0.05,13,1,1,Blue,3445,25.0,29.0,100
10275,The North Face Pro,Fashion,Jacket,The North Face,9925800,13980000,29,967,3.9,16454,12978,1750752,47880,57236,0.092,4,6,1,Blue,3467,80.2,94.4,654
10276,No Starch Press Standard,Books,Programming Book,No Starch Press,3598320,4136000,13,1501,4.1,8341,18397,1821553,96041,71221,0.017,19,1,1,Gray,4814,80.8,80.4,1099
10277,8BitDo Pro Controller,Gaming,Game Controller,8BitDo,51659000,51659000,0,278,3.5,4370,2274,612163,34987,6987,0.067,11,7,1,Blue,2273,43.6,50.8,43
10278,OnePlus S25,Mobile,Smartphone,OnePlus,42099340,56891000,26,96,4.1,4671,6256,864515,56274,7421,0.041,18,5,1,White,203,69.7,60.2,541
10279,Razer Plus,Gaming,Gaming Chair,Razer,42159749,62925000,33,355,3.4,4666,9017,1253860,39819,38940,0.011,5,6,1,Gray,1769,73.1,71.1,629
10280,Pearson Plus,Books,Science Book,Pearson,1083000,1083000,0,170,4.2,9875,6886,1384177,25274,12682,0.012,1,7,1,White,4979,58.3,81.6,164
10281,Razer Advanced,Gaming,Gaming Chair,Razer,17970360,26044000,31,196,4.3,12616,10962,1637960,33497,41333,0.057,10,2,1,Black,858,84.2,91.3,882
10282,Samsung UltraGear 65,Digital Products,Monitor,Samsung,14672330,24053000,39,112,4.0,3686,14633,889885,24485,7964,0.026,17,2,1,Red,2411,81.5,59.6,554
10283,Cougar Plus,Gaming,Gaming Chair,Cougar,71393840,77602000,8,172,3.7,19643,11067,1794331,106105,67947,0.049,16,6,1,Gold,4331,74.5,91.0,248
10284,Dell MacBook Air 9,Laptop,Ultrabook,Dell,143387340,147822000,3,285,4.6,3342,3766,420482,29217,3909,0.026,19,5,1,Green,2558,40.0,43.6,150
10285,OReilly Advanced,Books,Programming Book,OReilly,3745120,4208000,11,309,4.4,12362,6594,1318289,79976,29575,0.027,11,2,1,White,676,72.2,88.1,310
10286,Oxford Standard,Books,Science Book,Oxford,2170080,3014000,28,1571,4.3,8467,11244,1134071,76427,6924,0.071,15,3,1,Gold,3815,77.8,72.5,825
10287,Dell UltraGear 7,Digital Products,Monitor,Dell,44365650,47705000,7,2075,4.7,13784,12181,1602747,84457,40112,0.015,2,4,1,Green,2939,79.6,89.3,269
10288,Insta360 X,Camera,Action Camera,Insta360,11288250,15051000,25,500,4.6,7098,12025,1311540,26695,22401,0.008,8,2,1,White,586,82.2,76.7,394
10289,Eastpak Advanced,Fashion,Backpack,Eastpak,667200,834000,20,843,4.6,9503,11732,1233602,40379,10387,0.099,11,4,1,Red,1415,80.2,77.6,575
10290,Dell Yoga 7,Laptop,Ultrabook,Dell,25180800,26230000,4,194,4.3,7243,5592,1203260,32997,37302,0.065,19,3,1,Gold,2849,60.1,83.6,274
10291,Samsonite Plus,Fashion,Backpack,Samsonite,6704960,7288000,8,511,3.8,9801,9297,1311144,83191,35367,0.088,7,6,0,Gold,2244,75.4,82.7,511
10292,Samsung Advanced,Mobile,Smartwatch,Samsung,67246620,68619000,2,32,4.2,2991,1906,316064,18048,10918,0.019,7,7,1,Blue,1365,28.0,39.2,61
10293,Xiaomi Premium,Home Appliances,Vacuum Cleaner,Xiaomi,50026200,83377000,40,720,4.2,3182,13426,885538,19927,12436,0.073,2,6,1,Black,503,83.0,61.4,1030
10294,Nike Premium,Fashion,Jacket,Nike,11122020,14259000,22,297,4.2,1287,1953,295276,13701,6646,0.09,17,3,1,White,2000,37.4,36.1,87
10295,Samsung Plus,Home Appliances,Air Conditioner,Samsung,23520000,24000000,2,216,4.1,4549,5012,576267,24185,10438,0.078,16,6,1,Blue,1237,43.0,53.2,243
10296,Apple Plus,Mobile,Smartwatch,Apple,35807460,41158000,13,242,4.4,5445,6223,649083,34747,23763,0.069,15,4,1,Green,2143,53.5,65.0,372
10297,ASUS UltraSharp 34,Digital Products,Monitor,ASUS,2899200,3020000,4,51,4.7,1130,1443,168470,6353,5802,0.057,6,6,1,White,2932,23.8,31.6,66
10298,Samsung Premium,Mobile,Smartwatch,Samsung,25837000,25837000,0,196,3.6,3479,1708,420088,13549,3309,0.049,5,7,1,Green,2666,29.9,41.7,30
10299,GoPro HERO,Camera,Action Camera,GoPro,108491010,116657000,7,1283,4.9,8953,8786,825717,22580,31529,0.045,8,1,0,Silver,2194,63.7,75.3,368
10300,MSI Nitro 3,Laptop,Gaming Laptop,MSI,17043000,21850000,22,208,3.7,8887,8179,913094,60315,31003,0.021,7,7,1,Blue,2279,74.0,76.1,318
10301,Secretlab Premium,Gaming,Gaming Chair,Secretlab,26349720,28641000,8,43,5,1335,2680,306564,12202,4197,0.024,1,4,1,Red,3306,36.4,38.6,187
10302,Apple MacBook Air 9,Laptop,Ultrabook,Apple,137774920,142036000,3,186,4.5,10560,16442,1905189,92117,54255,0.008,1,3,1,Green,2339,85.0,87.6,458
10303,Razer M720 15,Digital Products,Mouse,Razer,15659039,23028000,32,287,4.8,1754,4445,277155,8126,4424,0.042,12,4,1,Blue,2210,43.5,34.8,168
10304,Crucial 990 Pro 5,Digital Products,SSD,Crucial,10540000,10540000,0,506,4.6,907,2409,384575,11272,11425,0.012,2,4,1,Gold,3799,32.5,43.4,133
10305,Sony Switch OLED,Gaming,Game Console,Sony,50893510,71681000,29,157,4.7,9259,13797,1181715,80875,27664,0.049,8,7,1,White,2742,82.5,86.0,945
10306,MSI ROG 3,Laptop,Gaming Laptop,MSI,57029330,80323000,29,89,4.0,9406,16131,1383654,68573,19960,0.061,20,4,1,Gray,1965,91.7,81.8,695
10307,New Balance Suede,Fashion,Sneakers,New Balance,3313520,3416000,3,1339,4.4,17017,9171,1617147,38749,52205,0.063,5,1,1,Green,2590,72.6,94.7,282
10308,Gree Premium,Home Appliances,Air Conditioner,Gree,69549120,72447000,4,872,4.2,7847,9344,1259505,71296,42048,0.054,3,1,1,Gold,1886,72.3,83.3,644
10309,Acer Katana 3,Laptop,Gaming Laptop,Acer,101403570,138909000,27,19,4.4,6953,5510,630470,38638,14695,0.024,2,5,1,Green,2791,56.0,60.8,297
10310,Apple MacBook Air 32,Laptop,Ultrabook,Apple,96042600,106714000,10,1202,4.4,6303,16955,1649232,60382,13053,0.061,15,7,1,Blue,2498,87.8,77.8,426
10311,DXRacer Premium,Gaming,Gaming Chair,DXRacer,75041000,75041000,0,996,4.5,5611,7394,828736,43963,29343,0.066,10,5,1,Red,3285,63.6,68.8,152
10312,Samsung Premium,Home Appliances,Refrigerator,Samsung,93115680,95016000,2,118,4.4,3226,2559,507549,25089,16571,0.006,5,4,1,White,1410,44.0,51.9,104
10313,Penguin Plus,Books,Novel,Penguin,2275050,2615000,13,1185,4.1,5294,13131,1749186,107784,35180,0.056,20,6,1,Blue,353,78.5,77.9,722
10314,OReilly Standard,Books,Programming Book,OReilly,326600,355000,8,177,4.5,4993,6693,662885,19708,18355,0.049,15,6,1,Gray,2409,54.3,59.9,293
10315,Canon Advanced,Camera,Camera Lens,Canon,68406460,110333000,38,176,4.8,9791,15938,1747596,71612,68126,0.021,16,2,1,Gray,4081,89.6,85.8,1506
10316,Xiaomi S25,Mobile,Smartphone,Xiaomi,44386380,54798000,19,158,4.1,3771,2137,366903,23553,2245,0.047,8,1,1,Gold,183,44.6,40.7,158
10317,Samsung 990 Pro 15,Digital Products,SSD,Samsung,47845800,53162000,10,1038,4.3,17330,9384,1765456,85679,61867,0.06,4,2,1,Silver,3012,70.0,92.2,410
10318,Apple Inspiron 9,Laptop,Laptop,Apple,124821620,127369000,2,970,3.4,7154,6141,1780132,121636,56826,0.016,11,3,1,White,2189,62.4,79.6,208
10319,Adidas 574,Fashion,Sneakers,Adidas,4727450,7273000,35,264,3.6,18737,14644,1883879,65742,11381,0.046,3,1,1,Green,1396,86.6,85.8,370
10320,Huawei Advanced,Mobile,Smartwatch,Huawei,57922280,62959000,8,846,4.5,12866,9359,1428389,90052,43214,0.054,9,5,1,Gray,3359,72.7,86.7,524
10321,Canon Advanced,Camera,Camera Lens,Canon,30093000,30093000,0,159,3.9,7580,3193,701982,30624,16796,0.063,17,3,1,Gray,241,41.7,64.6,130
10322,Nike Pro,Fashion,Backpack,Nike,13287840,14288000,7,1172,4.7,9306,13793,1315392,28688,41408,0.08,1,4,1,Silver,4814,75.4,88.6,784
